品牌名称,买家昵称,付款日期,订单状态,实付金额,邮费,省份,城市,购买数量
数据不吹牛,叫我李2,2019/1/1 0:17,交易成功,186,6,上海,上海市,1
数据不吹牛,0cyb1992,2019/1/1 0:59,交易成功,145,0,广东省,广州市,1
数据不吹牛,萝污萌莉,2019/1/1 7:48,交易成功,194,8,山东省,东营市,1
数据不吹牛,atblovemyy,2019/1/1 9:15,付款以后用户退款成功，交易自动关闭,84,0,江苏省,镇江市,1
数据不吹牛,小星期鱼,2019/1/1 9:59,付款以后用户退款成功，交易自动关闭,74,0,上海,上海市,1
数据不吹牛,重碎叠,2019/1/1 10:00,交易成功,197,0,江苏省,南京市,1
数据不吹牛,iho_jann,2019/1/1 10:00,交易成功,168,0,广东省,广州市,1
数据不吹牛,2jill27,2019/1/1 10:00,交易成功,121,0,上海,上海市,1
数据不吹牛,yjessieni,2019/1/1 10:00,交易成功,211,0,上海,上海市,1
数据不吹牛,4张洁85,2019/1/1 11:41,交易成功,170,10,河北省,唐山市,1
数据不吹牛,8tb4249_11,2019/1/1 12:08,交易成功,124,0,江苏省,苏州市,1
数据不吹牛,一李一,2019/1/1 12:22,交易成功,247,0,山东省,济南市,1
数据不吹牛,icomitya,2019/1/1 12:40,交易成功,40,0,广东省,深圳市,1
数据不吹牛,5ysgl862918,2019/1/1 12:58,交易成功,192,0,辽宁省,大连市,1
数据不吹牛,8海绵宝宝68,2019/1/1 12:59,交易成功,181,0,江苏省,淮安市,1
数据不吹牛,6ximeng1688,2019/1/1 13:02,交易成功,108,0,山西省,长治市,1
数据不吹牛,包豆,2019/1/1 13:04,交易成功,194,0,广东省,广州市,1
数据不吹牛,w10101122l,2019/1/1 14:58,交易成功,150,0,广东省,梅州市,2
数据不吹牛,0much_money28,2019/1/1 15:01,交易成功,192,0,广东省,深圳市,1
数据不吹牛,马特洛伊驹,2019/1/1 16:42,交易成功,192,0,上海,上海市,1
数据不吹牛,niris_ttg,2019/1/1 19:28,交易成功,269,0,上海,上海市,1
数据不吹牛,3joana01,2019/1/1 19:50,交易成功,246,6,上海,上海市,1
数据不吹牛,5ww136009033,2019/1/1 20:08,交易成功,217,8,广东省,佛山市,1
数据不吹牛,2nalita3,2019/1/1 20:23,交易成功,187,8,山东省,东营市,1
数据不吹牛,eiami_cn,2019/1/1 20:41,交易成功,39,0,上海,上海市,2
数据不吹牛,gdieqi6,2019/1/1 22:06,交易成功,255,0,浙江省,杭州市,1
数据不吹牛,7tb3562,2019/1/1 22:43,交易成功,37,0,河南省,郑州市,2
数据不吹牛,9tb514131,2019/1/2 6:32,付款以后用户退款成功，交易自动关闭,40,0,辽宁省,沈阳市,1
数据不吹牛,0gzw7359897,2019/1/2 9:32,交易成功,149,0,广东省,广州市,1
数据不吹牛,6格式化孤6,2019/1/2 9:47,交易成功,187,0,河北省,廊坊市,1
数据不吹牛,rmaybememy,2019/1/2 10:00,交易成功,186,0,湖北省,武汉市,1
数据不吹牛,0夏末记忆成0,2019/1/2 10:00,交易成功,240,0,山东省,青岛市,1
数据不吹牛,2ll491,2019/1/2 10:00,交易成功,158,0,河南省,信阳市,1
数据不吹牛,知得之我幸失之我命了,2019/1/2 11:27,交易成功,37,0,湖南省,衡阳市,2
数据不吹牛,样13126172263生,2019/1/2 11:34,付款以后用户退款成功，交易自动关闭,144,0,广东省,深圳市,1
数据不吹牛,榴门前的花,2019/1/2 11:41,交易成功,97,0,上海,上海市,5
数据不吹牛,土诚信豆,2019/1/2 13:51,交易成功,131,8,北京,北京市,1
数据不吹牛,的未成年独1,2019/1/2 14:32,交易成功,149,8,广东省,深圳市,1
数据不吹牛,5qqqqq88,2019/1/2 15:23,交易成功,247,8,广东省,中山市,1
数据不吹牛,3t_1508381735762_06,2019/1/2 19:34,交易成功,271,0,湖北省,黄石市,1
数据不吹牛,uvoranda_e,2019/1/2 19:47,交易成功,225,0,上海,上海市,2
数据不吹牛,2aminnie2,2019/1/2 20:55,付款以后用户退款成功，交易自动关闭,74,0,广东省,河源市,1
数据不吹牛,牡法国蛎,2019/1/2 21:17,交易成功,31,0,上海,上海市,3
数据不吹牛,clivril_lk,2019/1/2 21:47,付款以后用户退款成功，交易自动关闭,250,0,上海,上海市,1
数据不吹牛,0xuhui8407,2019/1/2 23:35,交易成功,228,0,北京,北京市,1
数据不吹牛,lhappyandbee,2019/1/3 0:20,付款以后用户退款成功，交易自动关闭,84,0,广东省,广州市,1
数据不吹牛,8tb10201118,2019/1/3 7:38,交易成功,125,0,浙江省,杭州市,1
数据不吹牛,0zhangnl0,2019/1/3 8:10,交易成功,115,0,江苏省,南京市,1
数据不吹牛,六云儿一九,2019/1/3 8:17,交易成功,120,0,江苏省,南通市,1
数据不吹牛,2玄08,2019/1/3 10:00,交易成功,199,0,湖南省,湘潭市,1
数据不吹牛,rvincentsaka,2019/1/3 10:00,交易成功,202,0,福建省,厦门市,1
数据不吹牛,2叶嘉琪01,2019/1/3 10:00,交易成功,231,0,浙江省,杭州市,1
数据不吹牛,gmoneyfu4,2019/1/3 10:00,交易成功,108,0,广东省,东莞市,1
数据不吹牛,yzhou3,2019/1/3 10:36,付款以后用户退款成功，交易自动关闭,84,0,浙江省,杭州市,1
数据不吹牛,枉呆,2019/1/3 13:00,交易成功,227,6,上海,上海市,1
数据不吹牛,0迟来的幸0,2019/1/3 14:08,交易成功,266,0,福建省,厦门市,1
数据不吹牛,1katherine_3,2019/1/3 14:28,交易成功,142,0,辽宁省,葫芦岛市,1
数据不吹牛,流wb沿着铁轨浪,2019/1/3 14:32,交易成功,81,0,四川省,攀枝花市,2
数据不吹牛,使安格洛者,2019/1/3 14:34,付款以后用户退款成功，交易自动关闭,40,0,辽宁省,盘锦市,1
数据不吹牛,8小羊羊88,2019/1/3 14:42,交易成功,256,8,福建省,漳州市,1
数据不吹牛,25319872天,2019/1/3 14:51,交易成功,255,8,江西省,上饶市,1
数据不吹牛,5如花似2,2019/1/3 14:59,交易成功,240,8,北京,北京市,1
数据不吹牛,qmartinr,2019/1/3 15:19,交易成功,222,0,上海,上海市,1
数据不吹牛,兼xjb文得,2019/1/3 15:34,交易成功,149,0,广西壮族自治区,玉林市,1
数据不吹牛,qzqzj,2019/1/3 15:49,交易成功,196,8,广东省,广州市,1
数据不吹牛,2qiy97,2019/1/3 20:41,交易成功,208,0,湖北省,武汉市,2
数据不吹牛,yynz7,2019/1/3 20:43,交易成功,37,0,江苏省,南京市,2
数据不吹牛,1冰淇淋07,2019/1/3 20:56,交易成功,149,0,广东省,阳江市,1
数据不吹牛,7xusf838936,2019/1/3 21:02,交易成功,40,0,上海,上海市,1
数据不吹牛,r卜soy,2019/1/3 21:05,交易成功,177,6,浙江省,嘉兴市,1
数据不吹牛,0honest1,2019/1/3 21:50,交易成功,226,0,黑龙江省,牡丹江市,1
数据不吹牛,2hina_01,2019/1/3 22:01,交易成功,34,0,上海,上海市,3
数据不吹牛,6从今以后26,2019/1/3 22:47,交易成功,213,0,广东省,惠州市,1
数据不吹牛,pdinga,2019/1/3 22:54,交易成功,143,0,黑龙江省,佳木斯市,1
数据不吹牛,的大陆是好,2019/1/3 23:23,交易成功,49,0,湖北省,黄冈市,2
数据不吹牛,2何苗13901,2019/1/4 0:01,交易成功,66,0,四川省,成都市,6
数据不吹牛,小小小奎,2019/1/4 0:10,付款以后用户退款成功，交易自动关闭,84,0,广东省,广州市,1
数据不吹牛,1sarahcc20,2019/1/4 0:43,付款以后用户退款成功，交易自动关闭,145,8,广东省,汕头市,1
数据不吹牛,0大家姐07,2019/1/4 2:07,交易成功,134,0,广东省,广州市,1
数据不吹牛,时哈季后赛咳咳间,2019/1/4 9:24,交易成功,133,0,福建省,漳州市,1
数据不吹牛,璃小子,2019/1/4 10:00,交易成功,161,0,江西省,吉安市,1
数据不吹牛,兔我爱子,2019/1/4 10:00,交易成功,105,0,福建省,厦门市,1
数据不吹牛,絮小小小小絮,2019/1/4 10:00,交易成功,201,0,贵州省,贵阳市,1
数据不吹牛,3浅夏00,2019/1/4 10:00,交易成功,232,0,四川省,自贡市,1
数据不吹牛,5樱桃125,2019/1/4 11:15,交易成功,213,0,广东省,中山市,1
数据不吹牛,伊俊人,2019/1/4 11:57,交易成功,156,0,广东省,东莞市,1
数据不吹牛,2qiannan513,2019/1/4 12:31,交易成功,151,0,浙江省,宁波市,1
数据不吹牛,1sun7224,2019/1/4 12:41,交易成功,242,6,江苏省,苏州市,1
数据不吹牛,8顺其自然60198,2019/1/4 12:50,交易成功,196,0,山东省,烟台市,8
数据不吹牛,7christina_x8,2019/1/4 12:57,交易成功,149,0,北京,北京市,1
数据不吹牛,什兰什么,2019/1/4 13:03,交易成功,250,0,福建省,厦门市,1
数据不吹牛,佩绮,2019/1/4 15:05,交易成功,250,0,上海,上海市,1
数据不吹牛,苏蓝末华纪离,2019/1/4 16:34,交易成功,40,0,北京,北京市,1
数据不吹牛,4大大大_10,2019/1/4 17:40,交易成功,229,0,安徽省,合肥市,1
数据不吹牛,4大大大_10,2019/1/4 17:44,交易成功,182,0,安徽省,宿州市,1
数据不吹牛,9luwei13,2019/1/4 19:21,交易成功,132,0,浙江省,嘉兴市,1
数据不吹牛,6t_1495255826986_06,2019/1/4 19:26,交易成功,208,0,山东省,潍坊市,1
数据不吹牛,2_小悠_10,2019/1/4 19:48,交易成功,124,0,广东省,深圳市,1
数据不吹牛,土红烧切豆,2019/1/4 19:49,交易成功,73,0,上海,上海市,2
数据不吹牛,1tb31913_21,2019/1/4 20:00,交易成功,261,0,广东省,广州市,1
数据不吹牛,8梦那么4,2019/1/4 20:21,交易成功,117,0,安徽省,宿州市,1
数据不吹牛,黎黎蓓黎蓓,2019/1/4 21:47,付款以后用户退款成功，交易自动关闭,153,0,贵州省,毕节市,1
数据不吹牛,2荆一加油9309,2019/1/4 23:00,交易成功,180,0,山东省,青岛市,1
数据不吹牛,1driver11,2019/1/5 0:44,交易成功,202,0,上海,上海市,1
数据不吹牛,老诺维茨婆,2019/1/5 8:20,交易成功,174,0,山东省,潍坊市,1
数据不吹牛,4网上银2,2019/1/5 8:35,交易成功,149,0,安徽省,合肥市,1
数据不吹牛,sskittl4,2019/1/5 10:00,交易成功,150,0,上海,上海市,1
数据不吹牛,的紫色爪猫,2019/1/5 10:00,交易成功,139,0,上海,上海市,1
数据不吹牛,blittlelinb,2019/1/5 10:00,交易成功,182,0,广东省,珠海市,1
数据不吹牛,1baoma0008,2019/1/5 10:05,交易成功,145,6,上海,上海市,1
数据不吹牛,娅陈玲,2019/1/5 11:40,付款以后用户退款成功，交易自动关闭,84,0,上海,上海市,1
数据不吹牛,_sm7呆,2019/1/5 11:50,交易成功,220,0,广东省,深圳市,1
数据不吹牛,c蚊_t,2019/1/5 11:50,交易成功,226,0,广东省,广州市,1
数据不吹牛,9鱼儿yu10,2019/1/5 11:50,交易成功,199,0,广东省,深圳市,1
数据不吹牛,兔挖金子子,2019/1/5 13:01,交易成功,40,0,浙江省,宁波市,1
数据不吹牛,2cocoli6,2019/1/5 15:00,交易成功,176,0,上海,上海市,1
数据不吹牛,0qwe12370,2019/1/5 17:29,交易成功,146,0,江苏省,南通市,2
数据不吹牛,1孙小敗19891,2019/1/5 19:27,付款以后用户退款成功，交易自动关闭,84,0,辽宁省,抚顺市,1
数据不吹牛,曜晖,2019/1/5 20:17,交易成功,40,0,广东省,佛山市,1
数据不吹牛,子秋的座,2019/1/5 20:44,交易成功,122,0,浙江省,杭州市,1
数据不吹牛,tcocoacay,2019/1/5 22:24,交易成功,49,0,上海,上海市,2
数据不吹牛,2亲程0,2019/1/5 22:34,交易成功,133,0,湖南省,株洲市,1
数据不吹牛,stsoh,2019/1/5 23:23,交易成功,249,0,天津,天津市,1
数据不吹牛,7小小君君032133,2019/1/6 0:17,交易成功,98,0,上海,上海市,3
数据不吹牛,3tb71903563,2019/1/6 6:09,交易成功,150,0,上海,上海市,1
数据不吹牛,0火星公主_28,2019/1/6 8:52,交易成功,49,0,陕西省,榆林市,2
数据不吹牛,_july0,2019/1/6 9:09,交易成功,141,0,北京,北京市,1
数据不吹牛,4tb_01253,2019/1/6 9:58,交易成功,140,0,浙江省,杭州市,1
数据不吹牛,0小刀10,2019/1/6 10:00,交易成功,111,0,广东省,珠海市,1
数据不吹牛,yyuanxiaox,2019/1/6 10:00,交易成功,185,0,江苏省,南京市,1
数据不吹牛,qailingqi,2019/1/6 10:00,交易成功,184,0,四川省,成都市,1
数据不吹牛,1x_t_x4,2019/1/6 10:00,交易成功,140,0,广东省,深圳市,1
数据不吹牛,2小打小闹15,2019/1/6 10:29,交易成功,217,0,上海,上海市,1
数据不吹牛,她哥,2019/1/6 11:15,付款以后用户退款成功，交易自动关闭,49,0,陕西省,榆林市,2
数据不吹牛,她哥,2019/1/6 11:16,交易成功,49,0,陕西省,榆林市,2
数据不吹牛,n精灵王hug,2019/1/6 11:48,交易成功,267,0,广东省,清远市,1
数据不吹牛,edzyon,2019/1/6 12:01,交易成功,218,0,浙江省,杭州市,1
数据不吹牛,8tb8212288,2019/1/6 12:02,交易成功,122,6,上海,上海市,2
数据不吹牛,aliudaowanhualn,2019/1/6 12:16,交易成功,74,0,江苏省,南京市,3
数据不吹牛,6tb783684,2019/1/6 12:52,交易成功,231,0,北京,北京市,1
数据不吹牛,禅子,2019/1/6 13:41,交易成功,169,0,广东省,广州市,1
数据不吹牛,圣辰,2019/1/6 14:18,交易成功,232,0,北京,北京市,1
数据不吹牛,骏红,2019/1/6 14:36,交易成功,49,0,上海,上海市,2
数据不吹牛,4丁丁当当40,2019/1/6 14:52,交易成功,181,0,云南省,昆明市,1
数据不吹牛,2joanna_07,2019/1/6 15:44,交易成功,73,0,北京,北京市,2
数据不吹牛,培媚,2019/1/6 15:57,交易成功,61,0,浙江省,台州市,3
数据不吹牛,2ada08,2019/1/6 16:34,交易成功,215,6,江苏省,苏州市,1
数据不吹牛,1tb988345_23,2019/1/6 16:57,交易成功,139,0,黑龙江省,大庆市,1
数据不吹牛,skimkris,2019/1/6 17:13,付款以后用户退款成功，交易自动关闭,84,0,湖南省,湘潭市,1
数据不吹牛,赛乖赛,2019/1/6 17:28,交易成功,172,0,浙江省,丽水市,1
数据不吹牛,太美,2019/1/6 20:51,付款以后用户退款成功，交易自动关闭,40,0,山东省,德州市,1
数据不吹牛,2kc1231233,2019/1/6 21:04,交易成功,49,0,黑龙江省,哈尔滨市,1
数据不吹牛,2pengsong00,2019/1/6 21:14,付款以后用户退款成功，交易自动关闭,84,0,广东省,广州市,1
数据不吹牛,5hefang7812,2019/1/7 8:01,交易成功,49,0,江苏省,无锡市,2
数据不吹牛,之六月魂,2019/1/7 8:23,交易成功,44,0,广东省,广州市,2
数据不吹牛,昔葡萄味的小呀,2019/1/7 10:00,交易成功,250,0,湖南省,长沙市,1
数据不吹牛,2tingting0808,2019/1/7 10:00,交易成功,161,0,广东省,惠州市,1
数据不吹牛,晓鬼鬼晓,2019/1/7 10:00,交易成功,178,0,上海,上海市,1
数据不吹牛,l则卷_are,2019/1/7 10:00,交易成功,168,0,北京,北京市,1
数据不吹牛,njetao,2019/1/7 10:00,交易成功,218,0,湖北省,武汉市,1
数据不吹牛,宝泰山芳,2019/1/7 10:54,交易成功,271,0,山东省,枣庄市,1
数据不吹牛,筱煜,2019/1/7 12:44,交易成功,40,0,浙江省,杭州市,1
数据不吹牛,黄dearjoh锐,2019/1/7 13:45,交易成功,49,0,安徽省,合肥市,2
数据不吹牛,ashiyanzhangn,2019/1/7 15:45,交易成功,39,0,吉林省,白城市,2
数据不吹牛,amantouvivn,2019/1/7 17:15,交易成功,240,0,北京,北京市,1
数据不吹牛,amantouvivn,2019/1/7 17:16,交易成功,267,0,河北省,沧州市,1
数据不吹牛,2a5678,2019/1/7 17:17,交易成功,112,0,上海,上海市,5
数据不吹牛,1fligh9,2019/1/7 20:03,付款以后用户退款成功，交易自动关闭,105,6,上海,上海市,1
数据不吹牛,1fligh9,2019/1/7 20:15,交易成功,165,6,上海,上海市,1
数据不吹牛,2中信红树2,2019/1/7 20:41,交易成功,206,0,江苏省,南京市,1
数据不吹牛,2fushuyi51,2019/1/7 20:58,交易成功,123,0,浙江省,金华市,1
数据不吹牛,星晴,2019/1/7 21:00,交易成功,49,0,云南省,昆明市,2
数据不吹牛,3forevereve3,2019/1/7 21:13,交易成功,39,0,上海,上海市,2
数据不吹牛,9wayne89,2019/1/7 22:01,付款以后用户退款成功，交易自动关闭,149,0,浙江省,杭州市,1
数据不吹牛,ubarbiewawaa,2019/1/8 0:01,交易成功,149,0,广东省,佛山市,1
数据不吹牛,6姚景明8,2019/1/8 2:48,交易成功,206,8,广东省,广州市,1
数据不吹牛,1love淼23,2019/1/8 5:40,交易成功,244,0,山东省,青岛市,1
数据不吹牛,1美人草9,2019/1/8 5:46,交易成功,40,0,浙江省,杭州市,1
数据不吹牛,橙小狮子爱子,2019/1/8 7:39,交易成功,217,0,安徽省,合肥市,1
数据不吹牛,d曾德y,2019/1/8 8:12,交易成功,214,0,广东省,广州市,1
数据不吹牛,1tb343981,2019/1/8 8:58,交易成功,182,8,福建省,福州市,1
数据不吹牛,iloc,2019/1/8 9:44,交易成功,265,8,山东省,烟台市,1
数据不吹牛,ocancanm9,2019/1/8 10:00,交易成功,162,0,上海,上海市,1
数据不吹牛,9tb953536,2019/1/8 10:00,交易成功,137,0,福建省,厦门市,1
数据不吹牛,9qinnan11,2019/1/8 10:00,交易成功,248,0,陕西省,西安市,1
数据不吹牛,1吴惠0,2019/1/8 10:05,交易成功,255,8,广东省,汕尾市,1
数据不吹牛,0lily0,2019/1/8 11:23,交易成功,49,0,浙江省,杭州市,1
数据不吹牛,0tb07575860,2019/1/8 12:21,交易成功,258,8,福建省,福州市,1
数据不吹牛,_向日葵盛开的夏d,2019/1/8 12:33,交易成功,127,0,山东省,济南市,1
数据不吹牛,己菁儿（相信）,2019/1/8 12:43,交易成功,226,0,江苏省,南通市,1
数据不吹牛,2yonaka1,2019/1/8 12:51,交易成功,268,0,上海,上海市,1
数据不吹牛,2天空之城8,2019/1/8 13:53,交易成功,149,0,福建省,厦门市,1
数据不吹牛,1jiayanyan5,2019/1/8 15:43,付款以后用户退款成功，交易自动关闭,149,0,河南省,洛阳市,2
数据不吹牛,0zhangyiji7,2019/1/8 15:44,付款以后用户退款成功，交易自动关闭,84,0,浙江省,杭州市,1
数据不吹牛,o小綺r,2019/1/8 15:50,付款以后用户退款成功，交易自动关闭,74,0,广东省,佛山市,1
数据不吹牛,9zhouxu4,2019/1/8 16:33,付款以后用户退款成功，交易自动关闭,74,0,江苏省,连云港市,1
数据不吹牛,木孤傲槿,2019/1/8 20:27,交易成功,223,8,北京,北京市,1
数据不吹牛,eminiminihoy,2019/1/8 20:40,交易成功,129,0,广东省,茂名市,1
数据不吹牛,5zjw0,2019/1/8 20:55,交易成功,250,0,江苏省,南京市,1
数据不吹牛,5icy9,2019/1/8 20:57,交易成功,68,0,福建省,泉州市,4
数据不吹牛,0tb20195120,2019/1/8 21:08,交易成功,171,0,重庆,重庆市,1
数据不吹牛,7溜溜1157916,2019/1/8 22:20,付款以后用户退款成功，交易自动关闭,74,0,安徽省,淮北市,1
数据不吹牛,9tb_89430,2019/1/8 22:32,交易成功,149,0,海南省,海口市,1
数据不吹牛,0勤劳蜜蜂198716,2019/1/8 22:41,付款以后用户退款成功，交易自动关闭,140,0,安徽省,合肥市,1
数据不吹牛,脑蒙奇袋,2019/1/8 22:45,付款以后用户退款成功，交易自动关闭,74,0,上海,上海市,1
数据不吹牛,雨晴,2019/1/8 23:00,交易成功,89,0,广东省,深圳市,3
数据不吹牛,6小钟加油吧6666,2019/1/9 8:25,交易成功,210,0,福建省,漳州市,1
数据不吹牛,1smile19917,2019/1/9 10:00,交易成功,182,0,江苏省,南京市,1
数据不吹牛,1冰雨蝶21,2019/1/9 10:00,交易成功,159,0,辽宁省,沈阳市,1
数据不吹牛,umenglui,2019/1/9 10:00,交易成功,246,0,上海,上海市,1
数据不吹牛,物我爱店,2019/1/9 10:00,交易成功,238,0,河北省,承德市,1
数据不吹牛,的陈茶,2019/1/9 10:19,交易成功,179,0,广东省,广州市,1
数据不吹牛,摆摇摆摆,2019/1/9 11:29,交易成功,216,8,北京,北京市,1
数据不吹牛,9jessicazhou91,2019/1/9 11:32,交易成功,140,0,贵州省,贵阳市,1
数据不吹牛,1k1147653,2019/1/9 11:44,交易成功,148,10,四川省,泸州市,1
数据不吹牛,爪赞,2019/1/9 18:13,交易成功,139,8,福建省,泉州市,1
数据不吹牛,0qw10347674,2019/1/9 19:29,交易成功,160,0,江苏省,无锡市,1
数据不吹牛,奇隔壁家的奇,2019/1/9 20:41,付款以后用户退款成功，交易自动关闭,74,0,上海,上海市,1
数据不吹牛,y大牌女主角ye,2019/1/9 21:37,交易成功,110,10,云南省,文山壮族苗族自治州,1
数据不吹牛,娜土屋0,2019/1/9 21:49,交易成功,148,6,浙江省,温州市,1
数据不吹牛,3yuji10,2019/1/9 21:56,交易成功,44,0,浙江省,杭州市,2
数据不吹牛,9yan5,2019/1/9 23:21,付款以后用户退款成功，交易自动关闭,84,0,广东省,广州市,1
数据不吹牛,1tb6600981_22,2019/1/10 3:41,交易成功,98,0,上海,上海市,4
数据不吹牛,e陈羽sor,2019/1/10 5:38,交易成功,114,0,上海,上海市,1
数据不吹牛,9qq2779756,2019/1/10 10:00,交易成功,148,0,陕西省,榆林市,1
数据不吹牛,文萃,2019/1/10 10:00,交易成功,223,0,上海,上海市,1
数据不吹牛,2py200419,2019/1/10 10:00,交易成功,190,0,广东省,广州市,1
数据不吹牛,ullsel,2019/1/10 10:00,交易成功,225,0,湖南省,湘潭市,1
数据不吹牛,alilyxiongshangi,2019/1/10 11:44,交易成功,50,0,上海,上海市,4
数据不吹牛,6t_1491836070529_03,2019/1/10 13:00,交易成功,192,0,广东省,东莞市,1
数据不吹牛,酱emma酱,2019/1/10 15:23,付款以后用户退款成功，交易自动关闭,84,0,上海,上海市,1
数据不吹牛,2feifei2123,2019/1/10 16:15,付款以后用户退款成功，交易自动关闭,267,0,江苏省,常州市,1
数据不吹牛,fczh8888f,2019/1/10 21:20,交易成功,219,0,福建省,龙岩市,1
数据不吹牛,1xiaoling6100,2019/1/10 23:55,交易成功,50,0,上海,上海市,2
数据不吹牛,1tb4000841_22,2019/1/11 0:15,交易成功,156,0,江苏省,无锡市,2
数据不吹牛,没奢华落,2019/1/11 0:20,交易成功,65,0,陕西省,西安市,1
数据不吹牛,吃我看起来吗,2019/1/11 0:37,交易成功,72,0,江苏省,无锡市,1
数据不吹牛,3生生24,2019/1/11 0:39,交易成功,201,0,广东省,惠州市,1
数据不吹牛,6130606d,2019/1/11 1:00,交易成功,44,0,广东省,深圳市,4
数据不吹牛,2thclj0807,2019/1/11 1:02,交易成功,63,0,陕西省,西安市,1
数据不吹牛,1phoenix20052225,2019/1/11 1:08,交易成功,79,0,安徽省,合肥市,1
数据不吹牛,1王小胖03,2019/1/11 1:08,付款以后用户退款成功，交易自动关闭,72,0,湖南省,长沙市,1
数据不吹牛,1tb2039312_20,2019/1/11 1:08,交易成功,84,0,陕西省,西安市,1
数据不吹牛,2liuning00,2019/1/11 1:08,交易成功,82,0,云南省,昆明市,1
数据不吹牛,2tb11ab,2019/1/11 1:08,交易成功,79,0,上海,上海市,1
数据不吹牛,vlovecarriele,2019/1/11 1:08,交易成功,186,0,广东省,深圳市,1
数据不吹牛,世泡泡的小界,2019/1/11 1:08,交易成功,82,0,江苏省,无锡市,1
数据不吹牛,ijuma,2019/1/11 1:08,交易成功,68,0,上海,上海市,1
数据不吹牛,0moto75,2019/1/11 1:08,交易成功,169,0,北京,北京市,1
数据不吹牛,移迁客,2019/1/11 1:08,交易成功,79,0,山东省,威海市,1
数据不吹牛,苑fionaron佳,2019/1/11 1:08,交易成功,72,0,浙江省,湖州市,1
数据不吹牛,5tb69028,2019/1/11 1:08,交易成功,77,0,广东省,广州市,1
数据不吹牛,小丸,2019/1/11 1:08,交易成功,66,0,四川省,成都市,1
数据不吹牛,2丁丁09,2019/1/11 1:08,交易成功,66,0,上海,上海市,1
数据不吹牛,afionaleexn,2019/1/11 1:08,交易成功,116,0,上海,上海市,1
数据不吹牛,可王儿,2019/1/11 1:08,交易成功,72,0,河北省,保定市,1
数据不吹牛,e左的的w,2019/1/11 1:08,交易成功,72,0,海南省,海口市,1
数据不吹牛,玖爱玖,2019/1/11 1:08,交易成功,82,0,湖南省,长沙市,1
数据不吹牛,2离开水的鱼儿5,2019/1/11 1:08,交易成功,84,0,江苏省,南通市,1
数据不吹牛,0syh2012,2019/1/11 1:08,交易成功,79,0,上海,上海市,1
数据不吹牛,的吹泡狗,2019/1/11 1:08,交易成功,65,0,贵州省,贵阳市,1
数据不吹牛,3玻璃娃200610,2019/1/11 1:08,交易成功,220,0,福建省,泉州市,1
数据不吹牛,2t_1483766657517_02,2019/1/11 1:08,交易成功,117,0,广东省,东莞市,1
数据不吹牛,爱钱小姐钱,2019/1/11 1:08,交易成功,84,0,福建省,福州市,1
数据不吹牛,月落浅,2019/1/11 1:08,交易成功,82,0,湖北省,武汉市,1
数据不吹牛,9rearrangin1,2019/1/11 1:08,交易成功,241,0,上海,上海市,1
数据不吹牛,0hwj39,2019/1/11 1:08,交易成功,79,0,江苏省,常州市,1
数据不吹牛,8anthem88,2019/1/11 1:08,交易成功,66,0,上海,上海市,1
数据不吹牛,0dkzk29,2019/1/11 1:08,交易成功,79,0,山东省,滨州市,1
数据不吹牛,泡李泡,2019/1/11 1:08,交易成功,74,0,河南省,郑州市,1
数据不吹牛,8meier_12,2019/1/11 1:09,交易成功,69,0,上海,上海市,1
数据不吹牛,qpauld,2019/1/11 1:09,交易成功,168,0,山东省,青岛市,2
数据不吹牛,ncaoxianxig,2019/1/11 1:09,交易成功,63,0,山东省,临沂市,1
数据不吹牛,iphyliasopa,2019/1/11 1:09,交易成功,34,0,上海,上海市,1
数据不吹牛,乱小熊吧,2019/1/11 1:09,交易成功,72,0,江苏省,南京市,1
数据不吹牛,axiamimaii,2019/1/11 1:09,交易成功,74,0,山东省,东营市,1
数据不吹牛,2paopao8,2019/1/11 1:09,交易成功,79,0,四川省,成都市,1
数据不吹牛,1angel7,2019/1/11 1:09,交易成功,30,0,上海,上海市,2
数据不吹牛,尘_子,2019/1/11 1:09,交易成功,74,0,广东省,佛山市,1
数据不吹牛,s_133348,2019/1/11 1:09,交易成功,66,0,上海,上海市,1
数据不吹牛,之动物旅,2019/1/11 1:09,交易成功,79,0,北京,北京市,1
数据不吹牛,0rensha1,2019/1/11 1:09,交易成功,77,0,陕西省,西安市,1
数据不吹牛,e雪flurrs,2019/1/11 1:09,交易成功,64,0,湖南省,长沙市,1
数据不吹牛,8liujl_2008,2019/1/11 1:09,交易成功,74,0,山西省,晋中市,1
数据不吹牛,流1,2019/1/11 1:09,交易成功,74,0,上海,上海市,1
数据不吹牛,笑落泪嘴8,2019/1/11 1:09,交易成功,192,0,上海,上海市,2
数据不吹牛,rzuoerstrawbey,2019/1/11 1:09,交易成功,74,0,北京,北京市,1
数据不吹牛,万化风,2019/1/11 1:09,交易成功,82,0,上海,上海市,1
数据不吹牛,5许逸1236,2019/1/11 1:09,交易成功,79,0,江苏省,苏州市,1
数据不吹牛,0tracyla6,2019/1/11 1:09,交易成功,64,0,上海,上海市,1
数据不吹牛,思遥远,2019/1/11 1:09,交易成功,79,0,福建省,福州市,1
数据不吹牛,1jiandan08,2019/1/11 1:09,交易成功,82,0,福建省,泉州市,1
数据不吹牛,小lv乐,2019/1/11 1:09,交易成功,173,0,福建省,漳州市,1
数据不吹牛,悠无悠,2019/1/11 1:09,交易成功,79,0,北京,北京市,1
