品牌名称,买家昵称,付款日期,订单状态,实付金额,邮费,省份,城市,购买数量
数据不吹牛,2小呆呆8,2019/1/24 22:19,交易成功,40,0,上海,上海市,1
数据不吹牛,8sboy28,2019/1/24 22:20,交易成功,69,0,浙江省,温州市,1
数据不吹牛,2momo1110,2019/1/24 22:24,交易成功,42,0,上海,上海市,3
数据不吹牛,jhaohao20040505jo,2019/1/24 22:37,交易成功,79,0,浙江省,绍兴市,1
数据不吹牛,lzhlzhllzhl,2019/1/24 22:38,交易成功,63,0,浙江省,宁波市,1
数据不吹牛,荷香草c,2019/1/24 22:38,交易成功,197,0,湖南省,岳阳市,1
数据不吹牛,大无极限产全,2019/1/24 22:43,交易成功,140,0,上海,上海市,1
数据不吹牛,7jx5,2019/1/24 22:43,交易成功,208,0,上海,上海市,2
数据不吹牛,0乐乐200711,2019/1/24 22:47,交易成功,79,0,上海,上海市,1
数据不吹牛,1昭苒19893,2019/1/24 22:54,交易成功,261,0,浙江省,杭州市,2
数据不吹牛,静m岁好,2019/1/24 22:55,交易成功,44,0,湖南省,长沙市,2
数据不吹牛,优童格,2019/1/24 23:01,交易成功,86,0,北京,北京市,6
数据不吹牛,0ss_tb03,2019/1/24 23:15,付款以后用户退款成功，交易自动关闭,64,0,广东省,深圳市,1
数据不吹牛,7suki08,2019/1/24 23:23,交易成功,214,0,湖南省,娄底市,1
数据不吹牛,nyulvqingchg,2019/1/24 23:31,交易成功,74,0,上海,上海市,1
数据不吹牛,琦儿,2019/1/24 23:37,交易成功,144,0,山东省,济南市,1
数据不吹牛,妞儿,2019/1/24 23:44,交易成功,169,0,河北省,秦皇岛市,2
数据不吹牛,0yxj198805,2019/1/24 23:54,交易成功,39,0,上海,上海市,3
数据不吹牛,来小白的5,2019/1/25 0:02,交易成功,74,0,四川省,成都市,1
数据不吹牛,4j5923643,2019/1/25 0:02,付款以后用户退款成功，交易自动关闭,84,0,湖北省,武汉市,1
数据不吹牛,ojonigcu,2019/1/25 0:05,付款以后用户退款成功，交易自动关闭,72,0,福建省,福州市,1
数据不吹牛,9默默舞0,2019/1/25 0:12,交易成功,64,0,浙江省,温州市,1
数据不吹牛,1wwwww123458267617,2019/1/25 0:13,交易成功,182,8,福建省,厦门市,1
数据不吹牛,wblueice_graceful,2019/1/25 0:23,交易成功,87,0,北京,北京市,1
数据不吹牛,1zhougang08,2019/1/25 0:25,交易成功,34,0,北京,北京市,1
数据不吹牛,eccisinvisib7,2019/1/25 0:28,交易成功,72,0,浙江省,温州市,1
数据不吹牛,ak_nann,2019/1/25 0:32,交易成功,57,0,山东省,青岛市,4
数据不吹牛,3tb00501,2019/1/25 0:43,交易成功,55,0,浙江省,绍兴市,1
数据不吹牛,8金小8,2019/1/25 0:45,交易成功,203,0,山东省,枣庄市,1
数据不吹牛,nwjqgg,2019/1/25 0:54,交易成功,266,0,上海,上海市,2
数据不吹牛,2小蔫3,2019/1/25 0:55,交易成功,47,0,北京,北京市,2
数据不吹牛,佳哈哈彦,2019/1/25 0:56,交易成功,79,0,江苏省,无锡市,1
数据不吹牛,0mengmeng04,2019/1/25 1:06,交易成功,221,0,江西省,九江市,1
数据不吹牛,xivyb,2019/1/25 1:08,交易成功,99,0,上海,上海市,2
数据不吹牛,cjane198l,2019/1/25 1:28,交易成功,205,0,湖北省,武汉市,1
数据不吹牛,8楼咪8,2019/1/25 1:30,交易成功,197,0,浙江省,杭州市,1
数据不吹牛,gwsxw,2019/1/25 1:32,交易成功,111,0,上海,上海市,1
数据不吹牛,2chelseazhan8,2019/1/25 1:33,交易成功,63,0,北京,北京市,1
数据不吹牛,9云静茹10,2019/1/25 1:35,交易成功,152,0,内蒙古自治区,呼和浩特市,6
数据不吹牛,wdyjcb,2019/1/25 1:46,交易成功,63,0,安徽省,合肥市,1
数据不吹牛,nsuki,2019/1/25 1:51,交易成功,261,0,上海,上海市,1
数据不吹牛,6爱淘淘6,2019/1/25 1:56,交易成功,63,0,天津,天津市,4
数据不吹牛,7a187599396,2019/1/25 1:56,交易成功,187,0,福建省,泉州市,1
数据不吹牛,1李小兰17,2019/1/25 1:59,交易成功,34,0,湖北省,武汉市,1
数据不吹牛,0susan58,2019/1/25 2:02,交易成功,53,0,上海,上海市,4
数据不吹牛,6星眸080927,2019/1/25 2:17,交易成功,202,0,四川省,泸州市,1
数据不吹牛,2kemp0,2019/1/25 2:25,交易成功,223,0,上海,上海市,1
数据不吹牛,8hj931,2019/1/25 2:32,交易成功,66,0,广东省,广州市,3
数据不吹牛,分鸡蛋熟,2019/1/25 2:33,交易成功,84,0,广东省,广州市,1
数据不吹牛,3shami3,2019/1/25 2:36,交易成功,146,0,重庆,重庆市,4
数据不吹牛,1shirley06,2019/1/25 2:43,交易成功,204,0,北京,北京市,2
数据不吹牛,粉蓝粉,2019/1/25 2:47,交易成功,263,0,广东省,东莞市,1
数据不吹牛,1lijifeng_18,2019/1/25 3:15,交易成功,65,0,上海,上海市,1
数据不吹牛,城泰堡,2019/1/25 3:29,交易成功,84,0,上海,上海市,1
数据不吹牛,jeleanoe,2019/1/25 3:34,交易成功,34,0,浙江省,杭州市,1
数据不吹牛,双错碰了手,2019/1/25 3:34,交易成功,67,0,江苏省,苏州市,1
数据不吹牛,eqiqiwobaoi,2019/1/25 3:34,交易成功,74,0,河北省,沧州市,1
数据不吹牛,gpinky_no,2019/1/25 3:34,交易成功,147,0,福建省,福州市,3
数据不吹牛,茶小茶,2019/1/25 3:35,交易成功,74,0,福建省,厦门市,1
数据不吹牛,根黑,2019/1/25 3:37,交易成功,208,0,四川省,绵阳市,1
数据不吹牛,3李宇虹6,2019/1/25 3:56,交易成功,74,0,上海,上海市,1
数据不吹牛,a软糖_t,2019/1/25 3:57,交易成功,201,0,云南省,昆明市,1
数据不吹牛,2周凌斌65,2019/1/25 4:05,交易成功,119,0,上海,上海市,1
数据不吹牛,yprincese,2019/1/25 4:08,交易成功,129,0,上海,上海市,2
数据不吹牛,8泽林17,2019/1/25 4:17,交易成功,30,0,广东省,湛江市,2
数据不吹牛,0李燕平28,2019/1/25 4:19,交易成功,198,0,天津,天津市,2
数据不吹牛,5风间雅2,2019/1/25 4:52,交易成功,63,0,上海,上海市,5
数据不吹牛,6zy3,2019/1/25 4:55,交易成功,135,0,重庆,重庆市,2
数据不吹牛,nlillcheg,2019/1/25 5:02,交易成功,213,0,浙江省,温州市,2
数据不吹牛,ehelloestr,2019/1/25 5:18,交易成功,54,0,广东省,佛山市,5
数据不吹牛,君0羊0,2019/1/25 5:19,交易成功,212,0,浙江省,宁波市,1
数据不吹牛,2rose002,2019/1/25 5:32,交易成功,67,0,辽宁省,沈阳市,5
数据不吹牛,w_123,2019/1/25 5:33,交易成功,49,0,上海,上海市,3
数据不吹牛,igraceguanane,2019/1/25 5:38,交易成功,229,0,江苏省,南京市,2
数据不吹牛,牛熊宝宝奶,2019/1/25 5:42,交易成功,234,0,重庆,重庆市,1
数据不吹牛,xkean,2019/1/25 5:42,交易成功,42,0,上海,上海市,3
数据不吹牛,tmotomo,2019/1/25 6:03,交易成功,72,0,福建省,厦门市,1
数据不吹牛,珍韬你贵,2019/1/25 6:04,交易成功,67,0,广东省,惠州市,1
数据不吹牛,ayani8,2019/1/25 6:04,交易成功,72,0,广东省,广州市,1
数据不吹牛,下云来,2019/1/25 6:05,交易成功,74,0,福建省,厦门市,1
数据不吹牛,片雪地梅,2019/1/25 6:16,交易成功,181,0,四川省,成都市,2
数据不吹牛,2elysium13,2019/1/25 6:16,交易成功,79,0,上海,上海市,6
数据不吹牛,3tb38089,2019/1/25 6:18,交易成功,89,0,广东省,广州市,1
数据不吹牛,知布,2019/1/25 6:18,交易成功,230,0,上海,上海市,1
数据不吹牛,梅静,2019/1/25 6:28,交易成功,144,0,湖北省,武汉市,2
数据不吹牛,dcocojy,2019/1/25 6:39,交易成功,122,0,广西壮族自治区,南宁市,2
数据不吹牛,小jmw光,2019/1/25 6:40,交易成功,225,0,湖北省,荆门市,1
数据不吹牛,亦筱,2019/1/25 6:55,交易成功,72,0,四川省,成都市,1
数据不吹牛,u小老虎n,2019/1/25 6:55,交易成功,64,0,广东省,深圳市,1
数据不吹牛,ejennysten,2019/1/25 6:58,交易成功,131,0,上海,上海市,1
数据不吹牛,来雯啦,2019/1/25 6:59,交易成功,89,0,广东省,东莞市,1
数据不吹牛,9伊娜yin1,2019/1/25 7:12,交易成功,68,0,新疆维吾尔自治区,石河子市,1
数据不吹牛,0小弱5,2019/1/25 7:14,交易成功,79,0,广西壮族自治区,南宁市,1
数据不吹牛,小邓邓邓邓牛,2019/1/25 7:20,交易成功,33,0,广西壮族自治区,南宁市,2
数据不吹牛,nwenwen_zhg,2019/1/25 7:26,交易成功,262,0,广东省,佛山市,2
数据不吹牛,1xcnxc5,2019/1/25 7:30,交易成功,63,0,上海,上海市,1
数据不吹牛,nzeaseazg,2019/1/25 7:32,交易成功,79,0,广东省,深圳市,1
数据不吹牛,快我们一家乐,2019/1/25 7:39,交易成功,262,0,四川省,德阳市,2
数据不吹牛,zzhangmenz,2019/1/25 7:47,交易成功,160,0,北京,北京市,2
数据不吹牛,ionsaitjams,2019/1/25 7:51,交易成功,179,0,湖南省,长沙市,2
数据不吹牛,tlazysmurfee,2019/1/25 7:55,交易成功,34,0,广东省,东莞市,3
数据不吹牛,_yiwe5,2019/1/25 7:59,交易成功,31,0,上海,上海市,1
数据不吹牛,卓桃卓,2019/1/25 8:13,交易成功,144,0,吉林省,长春市,1
数据不吹牛,0淘我所爱66,2019/1/25 8:19,交易成功,93,0,黑龙江省,黑河市,4
数据不吹牛,0ponyyu08,2019/1/25 8:21,交易成功,79,0,上海,上海市,1
数据不吹牛,5lyh1593,2019/1/25 8:28,交易成功,133,0,福建省,厦门市,6
数据不吹牛,ashe1sx,2019/1/25 8:28,交易成功,34,0,上海,上海市,1
数据不吹牛,晓幸青,2019/1/25 8:34,交易成功,163,0,浙江省,金华市,1
数据不吹牛,亲毛毛亲,2019/1/25 8:36,交易成功,84,0,上海,上海市,1
数据不吹牛,0siberia25,2019/1/25 8:44,交易成功,183,0,上海,上海市,2
数据不吹牛,0十三宝贝198409,2019/1/25 8:45,交易成功,186,0,辽宁省,营口市,1
数据不吹牛,8gyp4961693,2019/1/25 8:57,交易成功,49,0,北京,北京市,2
数据不吹牛,泡俞泡,2019/1/25 8:57,交易成功,188,0,上海,上海市,1
数据不吹牛,8rainle14,2019/1/25 8:59,交易成功,64,0,内蒙古自治区,鄂尔多斯市,1
数据不吹牛,不嘟乖,2019/1/25 9:00,交易成功,94,0,山东省,莱芜市,2
数据不吹牛,2小手冰凉9,2019/1/25 9:11,交易成功,121,0,辽宁省,营口市,2
数据不吹牛,tsherleyu,2019/1/25 9:11,交易成功,42,0,北京,北京市,3
数据不吹牛,2干巴爹6,2019/1/25 9:11,交易成功,140,0,河南省,郑州市,1
数据不吹牛,凯d歌,2019/1/25 9:13,交易成功,49,0,四川省,内江市,2
数据不吹牛,0敏敏哈利客_28,2019/1/25 9:21,交易成功,221,0,上海,上海市,1
数据不吹牛,8meier_12,2019/1/25 9:28,交易成功,122,0,上海,上海市,1
数据不吹牛,1waterz4,2019/1/25 9:34,交易成功,30,0,江苏省,南京市,2
数据不吹牛,你右岸1,2019/1/25 9:48,交易成功,74,0,河南省,信阳市,1
数据不吹牛,ntwije,2019/1/25 10:19,交易成功,40,0,上海,上海市,1
数据不吹牛,9西贝好好16,2019/1/25 10:23,交易成功,30,0,上海,上海市,2
数据不吹牛,bmichelleby,2019/1/25 10:24,交易成功,85,0,上海,上海市,3
数据不吹牛,m红豆面m,2019/1/25 10:24,交易成功,273,0,安徽省,芜湖市,2
数据不吹牛,山故,2019/1/25 10:27,交易成功,81,0,北京,北京市,2
数据不吹牛,8洁洁头88,2019/1/25 10:27,交易成功,56,0,上海,上海市,3
数据不吹牛,昴偶像star梦,2019/1/25 10:29,交易成功,164,0,安徽省,安庆市,1
数据不吹牛,小花花草,2019/1/25 10:30,交易成功,31,0,上海,上海市,1
数据不吹牛,galiceninesa,2019/1/25 10:31,交易成功,74,0,上海,上海市,1
数据不吹牛,学娱堂,2019/1/25 10:44,交易成功,240,0,广东省,广州市,2
数据不吹牛,0晖爷19,2019/1/25 10:46,交易成功,57,0,浙江省,嘉兴市,1
数据不吹牛,1sarahcc20,2019/1/25 10:54,交易成功,137,0,广东省,汕头市,1
数据不吹牛,离舞殇,2019/1/25 10:55,交易成功,102,0,天津,天津市,8
数据不吹牛,妈小肥肥咪,2019/1/25 11:10,交易成功,49,0,广东省,汕头市,2
数据不吹牛,1likun8701,2019/1/25 11:18,交易成功,74,0,山东省,德州市,1
数据不吹牛,相最紧拥,2019/1/25 11:22,交易成功,50,0,辽宁省,大连市,4
数据不吹牛,讲讲义,2019/1/25 11:25,交易成功,243,6,上海,上海市,1
数据不吹牛,果冰啤橙,2019/1/25 11:31,交易成功,201,0,广东省,东莞市,2
数据不吹牛,1chimeimei8,2019/1/25 11:32,交易成功,142,0,浙江省,温州市,1
数据不吹牛,聊妹,2019/1/25 11:40,交易成功,32,0,广东省,广州市,3
数据不吹牛,好每天我困,2019/1/25 11:42,交易成功,252,0,山西省,临汾市,1
数据不吹牛,qjmmq,2019/1/25 11:53,交易成功,84,0,山东省,青岛市,1
数据不吹牛,nli6,2019/1/25 11:54,交易成功,84,0,北京,北京市,1
数据不吹牛,1陈晓雯22,2019/1/25 11:56,交易成功,152,0,安徽省,合肥市,1
数据不吹牛,n思妍yg,2019/1/25 12:02,交易成功,40,0,浙江省,金华市,1
数据不吹牛,8懵懂9,2019/1/25 12:05,交易成功,37,0,陕西省,延安市,2
数据不吹牛,女唐子,2019/1/25 12:09,交易成功,101,0,河北省,廊坊市,1
数据不吹牛,岁赵丶,2019/1/25 12:14,交易成功,125,0,浙江省,杭州市,1
数据不吹牛,雯橘子君雯,2019/1/25 12:14,交易成功,198,0,江西省,抚州市,2
数据不吹牛,9yan5,2019/1/25 12:15,交易成功,34,0,广东省,广州市,3
数据不吹牛,eshiehshh,2019/1/25 12:22,交易成功,89,0,广东省,深圳市,1
数据不吹牛,母万色m,2019/1/25 12:26,交易成功,125,0,江苏省,连云港市,1
数据不吹牛,smrforrt,2019/1/25 12:29,交易成功,153,0,上海,上海市,2
数据不吹牛,ivincycu,2019/1/25 12:30,交易成功,128,0,广东省,广州市,1
数据不吹牛,nemmaluincha,2019/1/25 12:33,交易成功,64,0,浙江省,温州市,1
数据不吹牛,8tb89901148,2019/1/25 12:45,交易成功,63,0,山西省,晋中市,1
数据不吹牛,1wendy4255,2019/1/25 12:53,交易成功,197,0,浙江省,温州市,1
数据不吹牛,ymadema,2019/1/25 12:53,交易成功,270,10,陕西省,西安市,1
数据不吹牛,0命中注博,2019/1/25 12:56,交易成功,68,0,吉林省,吉林市,1
数据不吹牛,的不温温,2019/1/25 13:05,交易成功,63,0,安徽省,滁州市,1
数据不吹牛,纯马上就呢,2019/1/25 13:21,交易成功,87,0,辽宁省,沈阳市,1
数据不吹牛,橘樱桃草莓子,2019/1/25 13:25,交易成功,268,0,北京,北京市,2
数据不吹牛,iwhyxiaoox,2019/1/25 13:31,交易成功,79,0,陕西省,西安市,1
数据不吹牛,汝zzz玉,2019/1/25 13:36,交易成功,253,0,湖南省,长沙市,1
数据不吹牛,1cenfy10,2019/1/25 13:53,交易成功,222,0,浙江省,杭州市,2
数据不吹牛,zxcryt,2019/1/25 14:06,交易成功,262,0,江苏省,南京市,1
数据不吹牛,9继续微笑13,2019/1/25 14:06,交易成功,180,0,北京,北京市,1
数据不吹牛,2qianjin7305,2019/1/25 14:09,交易成功,49,0,北京,北京市,2
数据不吹牛,草二木,2019/1/25 14:10,交易成功,63,0,北京,北京市,1
数据不吹牛,0carriecat08,2019/1/25 14:11,交易成功,79,0,辽宁省,大连市,1
数据不吹牛,7tonly18,2019/1/25 14:11,交易成功,169,0,江苏省,镇江市,1
数据不吹牛,jcocoxujip,2019/1/25 14:16,交易成功,72,0,上海,上海市,5
数据不吹牛,8张曦瑶14,2019/1/25 14:24,交易成功,71,0,辽宁省,大连市,3
数据不吹牛,5tb3937765,2019/1/25 14:37,交易成功,30,0,湖北省,荆州市,2
数据不吹牛,6emilia120,2019/1/25 14:41,交易成功,64,0,广东省,佛山市,1
数据不吹牛,悠魔悠,2019/1/25 14:44,交易成功,193,0,上海,上海市,1
数据不吹牛,0豹纹小阿0,2019/1/25 15:04,交易成功,241,0,山东省,临沂市,1
数据不吹牛,2chloekly2,2019/1/25 15:31,交易成功,134,0,河南省,郑州市,1
数据不吹牛,6花一0,2019/1/25 15:32,交易成功,149,0,上海,上海市,1
数据不吹牛,yluiya,2019/1/25 15:42,交易成功,57,0,广东省,中山市,4
数据不吹牛,3pan21770,2019/1/25 15:53,交易成功,265,0,安徽省,阜阳市,1
数据不吹牛,宝大宝宝的娃,2019/1/25 16:00,交易成功,116,0,北京,北京市,2
数据不吹牛,_彼岸花7,2019/1/25 16:07,交易成功,72,0,上海,上海市,1
数据不吹牛,1tb7341059_23,2019/1/25 16:11,交易成功,145,6,浙江省,嘉兴市,1
数据不吹牛,嘉1234惠,2019/1/25 16:14,交易成功,114,8,广东省,广州市,1
数据不吹牛,0pennypan0231528,2019/1/25 16:19,交易成功,225,0,上海,上海市,1
数据不吹牛,7小小书7,2019/1/25 16:36,交易成功,76,0,辽宁省,本溪市,6
数据不吹牛,_jordanz,2019/1/25 16:38,交易成功,53,0,湖南省,岳阳市,5
数据不吹牛,ebobbybopp,2019/1/25 16:44,交易成功,242,0,重庆,重庆市,1
数据不吹牛,5小林子61956,2019/1/25 16:58,交易成功,189,0,河南省,信阳市,1
数据不吹牛,洛芒洛,2019/1/25 16:59,交易成功,45,0,上海,上海市,2
数据不吹牛,egisely,2019/1/25 17:05,交易成功,184,0,上海,上海市,1
数据不吹牛,3来来往0,2019/1/25 17:05,交易成功,89,0,湖北省,武汉市,1
数据不吹牛,西晖,2019/1/25 17:09,交易成功,31,0,四川省,成都市,1
数据不吹牛,0cqq199104,2019/1/25 17:11,交易成功,129,10,湖北省,黄冈市,1
数据不吹牛,0陈月玲8902,2019/1/25 17:16,交易成功,37,0,上海,上海市,3
数据不吹牛,清野,2019/1/25 17:26,交易成功,34,0,江苏省,南通市,2
数据不吹牛,觉小贝最爱睡2,2019/1/25 17:31,交易成功,82,0,湖北省,武汉市,1
数据不吹牛,1chenxiaohan0,2019/1/25 17:41,交易成功,232,0,湖北省,武汉市,1
数据不吹牛,偶天芯l,2019/1/25 17:49,交易成功,70,0,浙江省,金华市,6
数据不吹牛,啦吧吧吧吧啦,2019/1/25 17:50,交易成功,64,0,湖北省,武汉市,1
数据不吹牛,8weijia6,2019/1/25 17:53,交易成功,219,0,四川省,成都市,2
数据不吹牛,0实惠物品_28,2019/1/25 17:56,交易成功,143,0,陕西省,渭南市,1
数据不吹牛,蘑暗菇,2019/1/25 18:14,交易成功,37,0,上海,上海市,3
数据不吹牛,s千树parade,2019/1/25 18:16,交易成功,110,0,北京,北京市,1
数据不吹牛,u璇o,2019/1/25 18:35,交易成功,63,0,辽宁省,沈阳市,1
数据不吹牛,8tb36196698,2019/1/25 18:40,交易成功,34,0,四川省,成都市,1
数据不吹牛,nhlilifay,2019/1/25 18:44,交易成功,34,0,上海,上海市,1
数据不吹牛,利雨,2019/1/25 18:48,交易成功,79,0,上海,上海市,1
数据不吹牛,rmaybememy,2019/1/25 18:48,交易成功,55,0,湖北省,武汉市,2
数据不吹牛,扎莫扎她特,2019/1/25 18:52,交易成功,31,0,湖北省,武汉市,1
数据不吹牛,y向k葵,2019/1/25 18:55,付款以后用户退款成功，交易自动关闭,63,0,天津,天津市,1
数据不吹牛,生灬流年乱丶,2019/1/25 18:56,交易成功,34,0,江苏省,南京市,1
数据不吹牛,0banenn26,2019/1/25 18:56,交易成功,87,0,山东省,济南市,1
数据不吹牛,ktah,2019/1/25 19:02,交易成功,157,0,广东省,深圳市,2
数据不吹牛,ygzs1lyyl0,2019/1/25 19:04,交易成功,49,0,广东省,汕尾市,2
数据不吹牛,0熊仔饼01,2019/1/25 19:18,交易成功,181,0,广东省,广州市,1
数据不吹牛,al1sh1xn,2019/1/25 19:19,交易成功,123,0,湖北省,武汉市,2
数据不吹牛,9yyt10030936,2019/1/25 19:41,交易成功,192,0,福建省,福州市,1
数据不吹牛,攸攸析攸析,2019/1/25 19:41,交易成功,213,0,浙江省,温州市,1
数据不吹牛,斗张有爱努力啦,2019/1/25 19:46,交易成功,63,0,陕西省,西安市,1
数据不吹牛,霖霖,2019/1/25 19:51,交易成功,139,0,浙江省,金华市,2
数据不吹牛,1大男子0,2019/1/25 19:59,交易成功,161,0,贵州省,贵阳市,1
数据不吹牛,9jiajing190,2019/1/25 20:00,交易成功,63,0,上海,上海市,1
数据不吹牛,獭雪,2019/1/25 20:06,交易成功,209,0,北京,北京市,1
数据不吹牛,gsmt,2019/1/25 20:08,交易成功,200,0,河南省,济源市,1
数据不吹牛,6冬冬886,2019/1/25 20:17,交易成功,214,0,四川省,成都市,2
数据不吹牛,nwbxih,2019/1/25 20:26,交易成功,89,0,黑龙江省,佳木斯市,1
数据不吹牛,ottmap,2019/1/25 20:28,交易成功,224,0,贵州省,贵阳市,2
数据不吹牛,mluruijiam,2019/1/25 20:43,交易成功,186,0,上海,上海市,2
数据不吹牛,aalexisco,2019/1/25 20:47,交易成功,99,0,上海,上海市,2
数据不吹牛,7carol15,2019/1/25 20:48,交易成功,87,0,上海,上海市,1
数据不吹牛,r717aze,2019/1/25 21:05,交易成功,256,0,上海,上海市,3
数据不吹牛,0qinyuran25,2019/1/25 21:12,交易成功,129,0,江苏省,徐州市,1
数据不吹牛,bsunsunby,2019/1/25 21:18,交易成功,157,0,江苏省,苏州市,1
数据不吹牛,包豆,2019/1/25 21:21,交易成功,166,0,广东省,广州市,2
数据不吹牛,e卡卡sect,2019/1/25 21:31,交易成功,63,0,上海,上海市,1
数据不吹牛,5一诺4,2019/1/25 21:32,交易成功,72,0,陕西省,西安市,1
数据不吹牛,6susanlx6,2019/1/25 21:51,交易成功,82,0,上海,上海市,1
数据不吹牛,1zhengkai7209,2019/1/25 22:07,交易成功,74,0,江西省,景德镇市,1
数据不吹牛,9danny991,2019/1/25 22:09,交易成功,107,0,浙江省,嘉兴市,2
数据不吹牛,umiuuumiu,2019/1/25 22:14,交易成功,49,0,重庆,重庆市,2
数据不吹牛,icherry_00rabt,2019/1/25 22:27,交易成功,72,0,浙江省,杭州市,1
数据不吹牛,1silence_07,2019/1/25 22:34,交易成功,149,0,广东省,广州市,1
数据不吹牛,澄水冰,2019/1/25 22:41,交易成功,51,0,福建省,福州市,3
数据不吹牛,2丸子小樱桃17,2019/1/25 22:43,交易成功,32,0,安徽省,合肥市,2
数据不吹牛,兴生隆,2019/1/25 22:45,交易成功,180,0,浙江省,丽水市,1
数据不吹牛,名尖尖补字,2019/1/25 22:46,交易成功,228,0,江苏省,南通市,1
数据不吹牛,9t_1482283430249_05,2019/1/25 22:49,交易成功,173,0,浙江省,杭州市,1
数据不吹牛,u酒窝君kls,2019/1/25 22:50,交易成功,217,0,浙江省,温州市,2
数据不吹牛,9薛小熊13,2019/1/25 22:54,交易成功,257,0,江苏省,南京市,2
数据不吹牛,1李四毛05,2019/1/25 22:55,交易成功,231,0,宁夏回族自治区,银川市,1
数据不吹牛,8superquee8,2019/1/25 23:00,交易成功,33,0,江苏省,南京市,2
数据不吹牛,氓臭点坏点点,2019/1/25 23:29,交易成功,79,0,湖北省,武汉市,1
数据不吹牛,okrisco5,2019/1/25 23:36,交易成功,72,0,广东省,广州市,1
数据不吹牛,1tb00166_22,2019/1/25 23:40,交易成功,48,0,广东省,深圳市,2
数据不吹牛,2senio0,2019/1/25 23:41,交易成功,32,0,广东省,中山市,1
数据不吹牛,1赵原野21,2019/1/26 0:01,交易成功,82,0,河南省,济源市,1
数据不吹牛,自ztt想要强己,2019/1/26 0:01,付款以后用户退款成功，交易自动关闭,64,0,福建省,泉州市,1
数据不吹牛,0houlan199509,2019/1/26 0:11,交易成功,207,0,湖南省,湘潭市,1
数据不吹牛,0shadow031,2019/1/26 0:34,交易成功,79,0,辽宁省,沈阳市,1
数据不吹牛,6朱慧玉15,2019/1/26 0:35,交易成功,38,0,上海,上海市,2
数据不吹牛,0shuyuan_15,2019/1/26 0:45,交易成功,142,0,浙江省,台州市,2
数据不吹牛,8sherlydin8,2019/1/26 0:50,付款以后用户退款成功，交易自动关闭,47,0,上海,上海市,3
数据不吹牛,9thomaslui15,2019/1/26 0:50,交易成功,149,0,福建省,福州市,1
数据不吹牛,cliujesa,2019/1/26 0:56,交易成功,42,0,上海,上海市,3
数据不吹牛,才唯一滴吖,2019/1/26 1:04,交易成功,69,0,上海,上海市,1
数据不吹牛,mzmz1,2019/1/26 1:05,交易成功,72,0,湖北省,武汉市,1
数据不吹牛,1tb5251025_23,2019/1/26 1:06,交易成功,201,0,山西省,大同市,1
数据不吹牛,ybanlu,2019/1/26 1:08,交易成功,166,0,湖北省,武汉市,2
数据不吹牛,念碎叨,2019/1/26 1:11,交易成功,147,0,安徽省,安庆市,1
数据不吹牛,iyou1,2019/1/26 1:11,交易成功,87,0,广东省,深圳市,1
数据不吹牛,neyunlg,2019/1/26 1:14,交易成功,150,0,河北省,石家庄市,1
数据不吹牛,4周zhouxuying58,2019/1/26 1:16,交易成功,171,0,北京,北京市,1
数据不吹牛,8hongliwei7,2019/1/26 1:28,交易成功,182,0,广东省,广州市,1
数据不吹牛,祺薰衣8,2019/1/26 1:29,交易成功,60,0,广西壮族自治区,梧州市,2
数据不吹牛,lsourbl,2019/1/26 1:33,交易成功,79,0,北京,北京市,1
数据不吹牛,5wxf16828,2019/1/26 1:46,交易成功,30,0,湖南省,邵阳市,2
数据不吹牛,zqjwj,2019/1/26 1:47,交易成功,64,0,福建省,福州市,5
数据不吹牛,1hachik2,2019/1/26 1:52,交易成功,74,0,四川省,成都市,1
数据不吹牛,1vickylin1,2019/1/26 1:54,交易成功,82,0,上海,上海市,1
数据不吹牛,gliuqio琼,2019/1/26 1:56,交易成功,33,0,北京,北京市,2
数据不吹牛,3汤冰85,2019/1/26 1:59,交易成功,223,0,浙江省,湖州市,1
数据不吹牛,nwwhhnn,2019/1/26 2:00,交易成功,63,0,江苏省,南京市,1
数据不吹牛,ynowaywukai,2019/1/26 2:00,交易成功,137,0,广东省,广州市,1
数据不吹牛,1bitter1,2019/1/26 2:03,付款以后用户退款成功，交易自动关闭,147,0,云南省,昆明市,1
数据不吹牛,无瓢痕,2019/1/26 2:04,交易成功,65,0,广东省,深圳市,1
数据不吹牛,使安格洛者,2019/1/26 2:23,交易成功,210,0,辽宁省,盘锦市,2
数据不吹牛,elotusd,2019/1/26 2:41,交易成功,37,0,重庆,重庆市,3
数据不吹牛,牛乌鸦牛,2019/1/26 2:42,交易成功,61,0,上海,上海市,3
数据不吹牛,nilarialg,2019/1/26 2:57,交易成功,228,0,上海,上海市,2
数据不吹牛,kgissingka,2019/1/26 2:58,交易成功,112,0,江苏省,无锡市,2
数据不吹牛,9秋天c9,2019/1/26 3:04,交易成功,87,0,湖南省,长沙市,1
数据不吹牛,iariaaa,2019/1/26 3:23,交易成功,78,0,北京,北京市,2
数据不吹牛,8快乐的小鱼儿8,2019/1/26 3:29,交易成功,249,0,上海,上海市,1
数据不吹牛,bsweethe1,2019/1/26 3:34,交易成功,244,0,湖北省,武汉市,2
数据不吹牛,拾m壹,2019/1/26 3:35,交易成功,153,0,浙江省,湖州市,1
数据不吹牛,0zhuyudi_1,2019/1/26 3:43,交易成功,186,0,湖南省,益阳市,1
数据不吹牛,定汪汪红,2019/1/26 3:48,交易成功,72,0,广东省,深圳市,1
